total_test,judge_exact,judge_wrong,cp_saved_raw,cp_saved_raw_pct,cp_saved_adj,cp_saved_adj_pct,cp_failed,cp_failed_pct
2859,932,1927,1656,85.94,1885,97.82,42,2.18
